"DateTime";"Cross";"PC"
"2023-01-31 00:00:00";816160;983458
"2023-02-01 00:00:00";817646;983494
"2023-02-02 00:00:00";812750;985172
"2023-02-03 00:00:00";824507;995462
"2023-02-04 00:00:00";838708;997741
"2023-02-05 00:00:00";831368;1002756
"2023-02-06 00:00:00";827014;1003235
"2023-02-07 00:00:00";843547;1034552
"2023-02-08 00:00:00";853916;1067171
"2023-02-09 00:00:00";862021;1067829
"2023-02-10 00:00:00";867826;1077161
"2023-02-11 00:00:00";844097;1061780
"2023-02-12 00:00:00";812271;1035779
"2023-02-13 00:00:00";813208;1020680
"2023-02-14 00:00:00";832895;1048580
"2023-02-15 00:00:00";837287;1063426
"2023-02-16 00:00:00";839811;1070092
"2023-02-17 00:00:00";848201;1093221
"2023-02-18 00:00:00";836417;1063129
"2023-02-19 00:00:00";835028;1059876
"2023-02-20 00:00:00";838896;1067646
"2023-02-21 00:00:00";848174;1081575
"2023-02-22 00:00:00";851084;1077953
"2023-02-23 00:00:00";850715;1085347
"2023-02-24 00:00:00";859625;1087540
"2023-02-25 00:00:00";841792;1079381
"2023-02-26 00:00:00";826576;1055485
"2023-02-27 00:00:00";828139;1057346
"2023-02-28 00:00:00";833181;1064589
"2023-03-01 00:00:00";818326;1039800
"2023-03-02 00:00:00";764875;997598
"2023-03-03 00:00:00";772521;991594
"2023-03-04 00:00:00";773813;992870
"2023-03-05 00:00:00";754479;990620
"2023-03-06 00:00:00";756292;986724
"2023-03-07 00:00:00";770264;988832
"2023-03-08 00:00:00";772729;995291
"2023-03-09 00:00:00";769083;991260
"2023-03-10 00:00:00";774972;993770
"2023-03-11 00:00:00";768438;980843
"2023-03-12 00:00:00";757729;972906
"2023-03-13 00:00:00";753604;947798
"2023-03-14 00:00:00";749021;927880
"2023-03-15 00:00:00";715167;882899
"2023-03-16 00:00:00";712854;903384
"2023-03-17 00:00:00";720042;909196
"2023-03-18 00:00:00";684674;882946
"2023-03-19 00:00:00";625611;822064
"2023-03-20 00:00:00";602854;787748
"2023-03-21 00:00:00";590458;766879
"2023-03-22 00:00:00";607511;797519
"2023-03-23 00:00:00";598236;783853
"2023-03-24 00:00:00";600125;777078
"2023-03-25 00:00:00";610882;789318
"2023-03-26 00:00:00";602029;774340
"2023-03-27 00:00:00";580417;751560
"2023-03-28 00:00:00";592111;755558
"2023-03-29 00:00:00";591674;757469
"2023-03-30 00:00:00";597410;759360
"2023-03-31 00:00:00";592792;758870
"2023-04-01 00:00:00";575336;735786
"2023-04-02 00:00:00";552118;696040
"2023-04-03 00:00:00";519743;654286
"2023-04-04 00:00:00";517111;652459
"2023-04-05 00:00:00";504681;637330
"2023-04-06 00:00:00";517403;655490
"2023-04-07 00:00:00";531451;671979
"2023-04-08 00:00:00";519271;645682
"2023-04-09 00:00:00";499153;615149
"2023-04-10 00:00:00";496403;613354
"2023-04-11 00:00:00";482354;602789
"2023-04-12 00:00:00";447028;560535
"2023-04-13 00:00:00";425500;544931
"2023-04-14 00:00:00";446542;561892
"2023-04-15 00:00:00";433743;563211
"2023-04-16 00:00:00";418340;534311
"2023-04-17 00:00:00";389042;493444
"2023-04-18 00:00:00";390319;480910
"2023-04-19 00:00:00";392896;479545
"2023-04-20 00:00:00";395083;488762
"2023-04-21 00:00:00";406049;501772
"2023-04-22 00:00:00";391049;488372
"2023-04-23 00:00:00";364517;462520
"2023-04-24 00:00:00";348229;435283
"2023-04-25 00:00:00";357972;443644
"2023-04-26 00:00:00";354438;447443
"2023-04-27 00:00:00";321160;413157
"2023-04-28 00:00:00";319451;397257
"2023-04-29 00:00:00";361486;453026
"2023-04-30 00:00:00";364083;459853
"2023-05-01 00:00:00";371090;462333
"2023-05-02 00:00:00";376611;470302
"2023-05-03 00:00:00";375639;467260
"2023-05-04 00:00:00";381819;473495
"2023-05-05 00:00:00";379819;478194
"2023-05-06 00:00:00";350028;433843
"2023-05-07 00:00:00";297674;379423
"2023-05-08 00:00:00";266799;334848
"2023-05-09 00:00:00";236778;299346
"2023-05-10 00:00:00";221326;288400
"2023-05-11 00:00:00";225215;290642
"2023-05-12 00:00:00";214424;288610
"2023-05-13 00:00:00";194194;258069
"2023-05-14 00:00:00";184819;246011
"2023-05-15 00:00:00";180458;230457
"2023-05-16 00:00:00";184826;235943
"2023-05-17 00:00:00";184977;235250
"2023-05-18 00:00:00";188458;234588
"2023-05-19 00:00:00";192319;243020
"2023-05-20 00:00:00";192847;232294
"2023-05-21 00:00:00";191713;227827
"2023-05-22 00:00:00";198132;234451
"2023-05-23 00:00:00";212389;249909
"2023-05-24 00:00:00";217771;259981
"2023-05-25 00:00:00";225931;274098
"2023-05-26 00:00:00";237153;287087
"2023-05-27 00:00:00";255715;302412
"2023-05-28 00:00:00";266556;314931
"2023-05-29 00:00:00";266514;307469
"2023-05-30 00:00:00";263535;311049
"2023-05-31 00:00:00";255625;304417
"2023-06-01 00:00:00";264861;311087
"2023-06-02 00:00:00";261889;312360
"2023-06-03 00:00:00";257021;307343
"2023-06-04 00:00:00";237347;281557
"2023-06-05 00:00:00";232472;281700
"2023-06-06 00:00:00";223229;275798
"2023-06-07 00:00:00";209840;253728
"2023-06-08 00:00:00";212938;247561
"2023-06-09 00:00:00";220438;260832
"2023-06-10 00:00:00";227660;264397
"2023-06-11 00:00:00";216111;253896
"2023-06-12 00:00:00";208931;248855
"2023-06-13 00:00:00";204444;246138
"2023-06-14 00:00:00";192549;236102
"2023-06-15 00:00:00";198569;235476
"2023-06-16 00:00:00";202681;248033
"2023-06-17 00:00:00";191028;234575
"2023-06-18 00:00:00";172357;221726
"2023-06-19 00:00:00";141194;187535
"2023-06-20 00:00:00";143743;179476
"2023-06-21 00:00:00";150188;189504
"2023-06-22 00:00:00";146090;186710
"2023-06-23 00:00:00";144486;191165
"2023-06-24 00:00:00";125840;166938
"2023-06-25 00:00:00";119535;148485
"2023-06-26 00:00:00";112361;141131
"2023-06-27 00:00:00";114639;146280
"2023-06-28 00:00:00";121083;148975
"2023-06-29 00:00:00";123097;160922
"2023-06-30 00:00:00";122743;168056
"2023-07-01 00:00:00";107206;139026
"2023-07-02 00:00:00";101024;128256
"2023-07-03 00:00:00";96344;120875
"2023-07-04 00:00:00";96458;118922
"2023-07-05 00:00:00";97430;119100
"2023-07-06 00:00:00";92191;117782
"2023-07-07 00:00:00";85146;109437
"2023-07-08 00:00:00";82885;106790
"2023-07-09 00:00:00";87566;106020
"2023-07-10 00:00:00";87797;105599
"2023-07-11 00:00:00";87146;102519
"2023-07-12 00:00:00";86323;103675
"2023-07-13 00:00:00";86073;101644
"2023-07-14 00:00:00";87524;103529
"2023-07-15 00:00:00";85401;98738
"2023-07-16 00:00:00";83413;95164
"2023-07-17 00:00:00";82137;90765
"2023-07-18 00:00:00";83018;91881
"2023-07-19 00:00:00";83277;92071
"2023-07-20 00:00:00";79260;91500
"2023-07-21 00:00:00";75837;90700
"2023-07-22 00:00:00";73951;87268
"2023-07-23 00:00:00";78796;92399
"2023-07-24 00:00:00";80285;89873
"2023-07-25 00:00:00";77851;91175
"2023-07-26 00:00:00";72849;86660
"2023-07-27 00:00:00";71054;86542
"2023-07-28 00:00:00";68457;87847
"2023-07-29 00:00:00";59230;71320
"2023-07-30 00:00:00";59377;68825
"2023-07-31 00:00:00";56679;63101
"2023-08-01 00:00:00";57489;65505
"2023-08-02 00:00:00";59031;69923
"2023-08-03 00:00:00";60507;72677
"2023-08-04 00:00:00";59363;69896
"2023-08-05 00:00:00";54916;61151
"2023-08-06 00:00:00";53196;58991
"2023-08-07 00:00:00";51326;55703
"2023-08-08 00:00:00";50286;54646
"2023-08-09 00:00:00";48953;50090
"2023-08-10 00:00:00";47774;51882
"2023-08-11 00:00:00";50067;55958
"2023-08-12 00:00:00";46892;50286
"2023-08-13 00:00:00";47672;51158
"2023-08-14 00:00:00";48496;53473
"2023-08-15 00:00:00";48263;50870
"2023-08-16 00:00:00";46842;50205
"2023-08-17 00:00:00";48579;53590
"2023-08-18 00:00:00";44079;50185
"2023-08-19 00:00:00";21824;25881
"2023-08-20 00:00:00";24520;29026
"2023-08-21 00:00:00";25522;29583
"2023-08-22 00:00:00";26412;30989
"2023-08-23 00:00:00";26850;34405
"2023-08-24 00:00:00";28461;36824
"2023-08-25 00:00:00";30832;36185
"2023-08-26 00:00:00";27981;33125
"2023-08-27 00:00:00";31220;33212
"2023-08-28 00:00:00";32340;33287
"2023-08-29 00:00:00";36425;42318
"2023-08-30 00:00:00";33880;39568
"2023-08-31 00:00:00";32903;39152
"2023-09-01 00:00:00";34459;38739
"2023-09-02 00:00:00";33730;39663
"2023-09-03 00:00:00";36044;45330
"2023-09-04 00:00:00";38741;43673
"2023-09-05 00:00:00";39985;45737
"2023-09-06 00:00:00";39840;46607
"2023-09-07 00:00:00";40220;45825
"2023-09-08 00:00:00";42131;46625
"2023-09-09 00:00:00";38919;43604
"2023-09-10 00:00:00";41720;44732
"2023-09-11 00:00:00";43281;44679
"2023-09-12 00:00:00";45908;46250
"2023-09-13 00:00:00";48867;62500
"2023-09-14 00:00:00";59002;67667
"2023-09-15 00:00:00";60876;70000
