"DateTime";"Cross";"PC"
"2023-11-09 00:00:00";2691713;2820043
"2023-11-10 00:00:00";2671063;2834391
"2023-11-11 00:00:00";2675021;2776649
"2023-11-12 00:00:00";2655063;2719415
"2023-11-13 00:00:00";2574847;2686938
"2023-11-14 00:00:00";2563153;2711780
"2023-11-15 00:00:00";2537090;2701746
"2023-11-16 00:00:00";2590451;2835565
"2023-11-17 00:00:00";2627604;2822431
"2023-11-18 00:00:00";2612146;2808974
"2023-11-19 00:00:00";2564720;2754818
"2023-11-20 00:00:00";2457125;2700314
"2023-11-21 00:00:00";2342882;2579639
"2023-11-22 00:00:00";2259757;2540607
"2023-11-23 00:00:00";2230222;2505729
"2023-11-24 00:00:00";2314903;2592000
"2023-11-25 00:00:00";2314336;2667429
"2023-11-26 00:00:00";2328333;2676815
"2023-11-27 00:00:00";2356648;2660926
"2023-11-28 00:00:00";2376188;2747200
"2023-11-29 00:00:00";2388951;2822034
"2023-11-30 00:00:00";2392645;2764971
"2023-12-01 00:00:00";2405862;2835564
"2023-12-02 00:00:00";2396594;2777579
"2023-12-03 00:00:00";2375299;2720723
"2023-12-04 00:00:00";2359361;2665633
"2023-12-05 00:00:00";2392063;2677115
"2023-12-06 00:00:00";2411938;2749019
"2023-12-07 00:00:00";2441451;2811791
"2023-12-08 00:00:00";2437557;2800100
"2023-12-09 00:00:00";2398582;2701588
"2023-12-10 00:00:00";2351902;2641875
"2023-12-11 00:00:00";2291762;2639116
"2023-12-12 00:00:00";2251701;2645391
"2023-12-13 00:00:00";2195292;2580348
"2023-12-14 00:00:00";2179313;2561000
"2023-12-15 00:00:00";2186399;2569769
"2023-12-16 00:00:00";2149958;2514581
"2023-12-17 00:00:00";2021915;2406574
"2023-12-18 00:00:00";1934343;2201526
"2023-12-19 00:00:00";1910180;2056385
"2023-12-20 00:00:00";1821313;2037784
"2023-12-21 00:00:00";1823278;2071224
"2023-12-22 00:00:00";1853972;2166017
"2023-12-23 00:00:00";1877418;2132838
"2023-12-24 00:00:00";1845950;2078100
"2023-12-25 00:00:00";1825879;2075727
"2023-12-26 00:00:00";1817667;2083424
"2023-12-27 00:00:00";1818336;2063872
"2023-12-28 00:00:00";1836957;2077286
"2023-12-29 00:00:00";1859793;2111725
"2023-12-30 00:00:00";1861348;2114406
"2023-12-31 00:00:00";1855977;2108795
"2024-01-01 00:00:00";1840396;2103945
"2024-01-02 00:00:00";1737083;1933900
"2024-01-03 00:00:00";1632577;1807286
"2024-01-04 00:00:00";1605306;1725421
"2024-01-05 00:00:00";1621857;1735444
"2024-01-06 00:00:00";1594921;1696959
"2024-01-07 00:00:00";1533141;1650125
"2024-01-08 00:00:00";1462243;1569878
"2024-01-09 00:00:00";1457049;1565817
"2024-01-10 00:00:00";1466107;1583456
"2024-01-11 00:00:00";1485194;1626840
"2024-01-12 00:00:00";1503360;1676753
"2024-01-13 00:00:00";1497803;1653500
"2024-01-14 00:00:00";1483042;1616042
"2024-01-15 00:00:00";1472402;1618095
"2024-01-16 00:00:00";1450475;1592969
"2024-01-17 00:00:00";1435233;1592810
"2024-01-18 00:00:00";1479774;1636125
"2024-01-19 00:00:00";1550830;1723541
"2024-01-20 00:00:00";1493303;1668588
"2024-01-21 00:00:00";1474241;1664950
"2024-01-22 00:00:00";1474876;1646588
"2024-01-23 00:00:00";1480327;1650211
"2024-01-24 00:00:00";1476982;1669692
"2024-01-25 00:00:00";1498916;1686455
"2024-01-26 00:00:00";1582333;1825538
"2024-01-27 00:00:00";1617111;1836667
"2024-01-28 00:00:00";1621245;1859067
"2024-01-29 00:00:00";1635981;1883071
"2024-01-30 00:00:00";1658308;1873250
"2024-01-31 00:00:00";1704252;1893667
"2024-02-01 00:00:00";1733290;1943429
"2024-02-02 00:00:00";1732849;1942833
"2024-02-03 00:00:00";1756207;1980905
"2024-02-04 00:00:00";1743328;1943591
"2024-02-05 00:00:00";1756044;1955474
"2024-02-06 00:00:00";1774414;1999867
"2024-02-07 00:00:00";1788035;2045500
"2024-02-08 00:00:00";1789339;2111600
"2024-02-09 00:00:00";1798991;2196957
"2024-02-10 00:00:00";1784945;2083357
"2024-02-11 00:00:00";1764089;2068789
"2024-02-12 00:00:00";1733082;2045750
"2024-02-13 00:00:00";1704896;2056167
"2024-02-14 00:00:00";1718469;2068938
"2024-02-15 00:00:00";1741716;2176643
"2024-02-16 00:00:00";1768157;2225368
"2024-02-17 00:00:00";1778370;2113429
"2024-02-18 00:00:00";1764750;2170611
"2024-02-19 00:00:00";1739916;2152524
"2024-02-20 00:00:00";1744661;2153211
"2024-02-21 00:00:00";1776954;2162773
"2024-02-22 00:00:00";1787018;2214211
"2024-02-23 00:00:00";1791485;2164500
"2024-02-24 00:00:00";1791525;2160111
