"DateTime";"XBOX";"PS";"PC"
"2021-09-22 00:00:00";630000;717500;732250
"2021-09-23 00:00:00";1406969;1728846;1552893
"2021-09-24 00:00:00";1281850;1661422;1371204
"2021-09-25 00:00:00";1249713;1655336;1403216
"2021-09-26 00:00:00";1238684;1617331;1404357
"2021-09-27 00:00:00";1160931;1567909;1389425
"2021-09-28 00:00:00";1208302;1575193;1352579
"2021-09-29 00:00:00";1230309;1632413;1400366
"2021-09-30 00:00:00";1230131;1648968;1466675
"2021-10-01 00:00:00";1152388;1539059;1409432
"2021-10-02 00:00:00";1161420;1535767;1389630
"2021-10-03 00:00:00";1169917;1547700;1421208
"2021-10-04 00:00:00";1176755;1566096;1408818
"2021-10-05 00:00:00";1214900;1611388;1419902
"2021-10-06 00:00:00";1219802;1637840;1497534
"2021-10-07 00:00:00";1204533;1616735;1482118
"2021-10-08 00:00:00";1178898;1556724;1439845
"2021-10-09 00:00:00";1194804;1558833;1463364
"2021-10-10 00:00:00";1210930;1559309;1479262
"2021-10-11 00:00:00";1244571;1600064;1539484
"2021-10-12 00:00:00";1281785;1644146;1592754
"2021-10-13 00:00:00";1298410;1651109;1619047
"2021-10-14 00:00:00";1291842;1626949;1595967
"2021-10-15 00:00:00";1287479;1622599;1618905
"2021-10-16 00:00:00";1321521;1661264;1632067
"2021-10-17 00:00:00";1336804;1688078;1673000
"2021-10-18 00:00:00";1373302;1728091;1704559
"2021-10-19 00:00:00";1392214;1752867;1711409
"2021-10-20 00:00:00";1384107;1734285;1717970
"2021-10-21 00:00:00";1397951;1745944;1767092
"2021-10-22 00:00:00";1402303;1766757;1774000
"2021-10-23 00:00:00";1379496;1756331;1765309
"2021-10-24 00:00:00";1377377;1728257;1756174
"2021-10-25 00:00:00";1387730;1728528;1711750
"2021-10-26 00:00:00";1397686;1757486;1750569
"2021-10-27 00:00:00";1398656;1772604;1768779
"2021-10-28 00:00:00";1402267;1766629;1765516
"2021-10-29 00:00:00";1355425;1700057;1688376
"2021-10-30 00:00:00";1362943;1712028;1715224
"2021-10-31 00:00:00";1335109;1702284;1714773
"2021-11-01 00:00:00";1336032;1702868;1700970
"2021-11-02 00:00:00";1327474;1707833;1686623
"2021-11-03 00:00:00";1317822;1690965;1600171
"2021-11-04 00:00:00";1289441;1643910;1585181
"2021-11-05 00:00:00";1277292;1634250;1589968
"2021-11-06 00:00:00";1258310;1640671;1584583
"2021-11-07 00:00:00";1231868;1588424;1556157
"2021-11-08 00:00:00";1082847;1409674;1419511
"2021-11-09 00:00:00";1089323;1438986;1412330
"2021-11-10 00:00:00";1063035;1409664;1357028
"2021-11-11 00:00:00";1031154;1373063;1333673
"2021-11-12 00:00:00";1053667;1387424;1360526
"2021-11-13 00:00:00";1059817;1398889;1378630
"2021-11-14 00:00:00";1067056;1392903;1384504
"2021-11-15 00:00:00";1067778;1392076;1372444
"2021-11-16 00:00:00";1078382;1398597;1377261
"2021-11-17 00:00:00";1086264;1413514;1392589
"2021-11-18 00:00:00";1093639;1419493;1393923
"2021-11-19 00:00:00";1087528;1414924;1393727
"2021-11-20 00:00:00";1007778;1304625;1306839
"2021-11-21 00:00:00";938104;1230819;1206699
"2021-11-22 00:00:00";908507;1241021;1208643
"2021-11-23 00:00:00";930757;1279167;1233713
"2021-11-24 00:00:00";932653;1267664;1228290
"2021-11-25 00:00:00";941222;1274250;1241153
"2021-11-26 00:00:00";973889;1318535;1281382
"2021-11-27 00:00:00";994840;1349896;1340966
"2021-11-28 00:00:00";991097;1337389;1320992
"2021-11-29 00:00:00";1002146;1353882;1343063
"2021-11-30 00:00:00";1018632;1377472;1356042
"2021-12-01 00:00:00";1030951;1388944;1364375
"2021-12-02 00:00:00";1026838;1385329;1365527
"2021-12-03 00:00:00";1020190;1370597;1357322
"2021-12-04 00:00:00";1021106;1377542;1366658
"2021-12-05 00:00:00";1007715;1371490;1365196
"2021-12-06 00:00:00";1007229;1379806;1374703
"2021-12-07 00:00:00";1010486;1387861;1384454
"2021-12-08 00:00:00";1011188;1387182;1383122
"2021-12-09 00:00:00";996867;1359014;1366253
"2021-12-10 00:00:00";986049;1326923;1347036
"2021-12-11 00:00:00";960979;1328111;1338806
"2021-12-12 00:00:00";930308;1304056;1323412
"2021-12-13 00:00:00";896283;1291736;1315062
"2021-12-14 00:00:00";895604;1298597;1323020
"2021-12-15 00:00:00";888357;1272986;1321369
"2021-12-16 00:00:00";844818;1234685;1283178
"2021-12-17 00:00:00";805158;1184878;1249150
"2021-12-18 00:00:00";782698;1149708;1204576
"2021-12-19 00:00:00";765600;1099472;1171192
"2021-12-20 00:00:00";769294;1096097;1112916
"2021-12-21 00:00:00";767295;1099625;1077085
"2021-12-22 00:00:00";778575;1113692;1111900
"2021-12-23 00:00:00";768338;1103569;1121686
"2021-12-24 00:00:00";771535;1110049;1109871
"2021-12-25 00:00:00";737208;1076861;1090508
"2021-12-26 00:00:00";686917;991319;1042979
"2021-12-27 00:00:00";681938;972014;993538
"2021-12-28 00:00:00";702514;992104;1002036
"2021-12-29 00:00:00";713118;1002146;1015722
"2021-12-30 00:00:00";724778;1012722;1038942
"2021-12-31 00:00:00";741792;1026389;1050104
"2022-01-01 00:00:00";744542;1045458;1063845
"2022-01-02 00:00:00";748958;1041715;1075581
"2022-01-03 00:00:00";742133;1037264;1075306
"2022-01-04 00:00:00";751743;1051840;1077074
"2022-01-05 00:00:00";756035;1056271;1079516
"2022-01-06 00:00:00";759343;1064958;1083215
"2022-01-07 00:00:00";761889;1065625;1090315
"2022-01-08 00:00:00";759604;1054514;1090500
"2022-01-09 00:00:00";759368;1042583;1080301
"2022-01-10 00:00:00";753556;1019014;1064799
"2022-01-11 00:00:00";746660;1008681;1059204
"2022-01-12 00:00:00";748090;1012139;1064008
"2022-01-13 00:00:00";752521;1015431;1071235
"2022-01-14 00:00:00";752776;1001972;1068183
"2022-01-15 00:00:00";728634;943132;1021210
"2022-01-16 00:00:00";681451;901493;980347
"2022-01-17 00:00:00";671070;886021;938783
"2022-01-18 00:00:00";675396;897854;949438
"2022-01-19 00:00:00";691336;925118;978704
"2022-01-20 00:00:00";691500;929755;984427
"2022-01-21 00:00:00";707139;949854;1000319
"2022-01-22 00:00:00";723168;969861;1022085
"2022-01-23 00:00:00";714993;960056;1025602
"2022-01-24 00:00:00";721105;972132;1032449
"2022-01-25 00:00:00";721479;978111;1042098
"2022-01-26 00:00:00";713965;977944;1044348
"2022-01-27 00:00:00";711174;974417;1042726
"2022-01-28 00:00:00";728132;992667;1062688
"2022-01-29 00:00:00";720993;997910;1080708
"2022-01-30 00:00:00";718839;995604;1079164
"2022-01-31 00:00:00";712840;995715;1076962
"2022-02-01 00:00:00";717660;1002833;1075429
"2022-02-02 00:00:00";720916;1004183;1071093
"2022-02-03 00:00:00";721722;1011646;1086140
"2022-02-04 00:00:00";731972;1020972;1084041
"2022-02-05 00:00:00";727951;1020229;1087671
"2022-02-06 00:00:00";707146;999278;1072038
"2022-02-07 00:00:00";700755;996854;1069532
"2022-02-08 00:00:00";699569;1002556;1074000
"2022-02-09 00:00:00";687176;999140;1057162
"2022-02-10 00:00:00";687993;998951;1053300
"2022-02-11 00:00:00";676729;986243;1047158
"2022-02-12 00:00:00";625875;919743;974667
"2022-02-13 00:00:00";604171;886410;934863
"2022-02-14 00:00:00";636847;906229;949524
"2022-02-15 00:00:00";625424;894840;937547
"2022-02-16 00:00:00";642299;915118;949477
"2022-02-17 00:00:00";633806;903882;946955
"2022-02-18 00:00:00";610319;861576;920048
"2022-02-19 00:00:00";599545;834382;889740
"2022-02-20 00:00:00";591188;801375;892267
"2022-02-21 00:00:00";586201;800091;892496
"2022-02-22 00:00:00";581979;797479;883455
"2022-02-23 00:00:00";571153;783451;877283
"2022-02-24 00:00:00";564392;788285;876443
"2022-02-25 00:00:00";574111;797667;884129
"2022-02-26 00:00:00";578167;797549;889097
"2022-02-27 00:00:00";573292;793882;886560
"2022-02-28 00:00:00";569727;788486;879489
"2022-03-01 00:00:00";578347;798000;890944
"2022-03-02 00:00:00";583097;802035;896373
"2022-03-03 00:00:00";581167;798069;898317
"2022-03-04 00:00:00";574352;789104;893545
"2022-03-05 00:00:00";569797;779757;883704
"2022-03-06 00:00:00";549854;742479;870818
"2022-03-07 00:00:00";518993;699497;852746
"2022-03-08 00:00:00";515860;699167;793229
"2022-03-09 00:00:00";515979;699458;793783
"2022-03-10 00:00:00";507014;693833;785000
"2022-03-11 00:00:00";501357;688007;789304
"2022-03-12 00:00:00";448106;627769;710870
"2022-03-13 00:00:00";418813;575986;658979
"2022-03-14 00:00:00";402357;574694;665783
"2022-03-15 00:00:00";383319;529611;605236
"2022-03-16 00:00:00";372500;482910;558660
"2022-03-17 00:00:00";362371;469618;552958
"2022-03-18 00:00:00";370837;484306;580150
"2022-03-19 00:00:00";382613;499181;595752
"2022-03-20 00:00:00";385111;501542;594275
"2022-03-21 00:00:00";379909;501535;600014
"2022-03-22 00:00:00";383112;505333;600615
"2022-03-23 00:00:00";376583;502785;604622
"2022-03-24 00:00:00";374711;504604;599603
"2022-03-25 00:00:00";372915;508139;599835
"2022-03-26 00:00:00";369385;503417;590011
"2022-03-27 00:00:00";366188;498115;584560
"2022-03-28 00:00:00";365333;499222;590796
"2022-03-29 00:00:00";362972;498076;595754
"2022-03-30 00:00:00";361287;496979;592571
"2022-03-31 00:00:00";363937;495909;589938
"2022-04-01 00:00:00";366049;504465;595168
"2022-04-02 00:00:00";359208;494813;584949
"2022-04-03 00:00:00";313861;450259;525312
"2022-04-04 00:00:00";313472;434625;531448
"2022-04-05 00:00:00";291410;400479;486190
"2022-04-06 00:00:00";278007;390681;462739
"2022-04-07 00:00:00";262229;388007;451556
"2022-04-08 00:00:00";265521;389153;445206
"2022-04-09 00:00:00";269722;391542;437824
"2022-04-10 00:00:00";268203;389701;441990
"2022-04-11 00:00:00";250243;369465;422587
"2022-04-12 00:00:00";230169;341910;406116
"2022-04-13 00:00:00";224866;327542;395393
"2022-04-14 00:00:00";229593;337978;394085
"2022-04-15 00:00:00";245225;356986;409797
"2022-04-16 00:00:00";246818;347965;411639
"2022-04-17 00:00:00";241521;317653;388829
"2022-04-18 00:00:00";236167;302664;382311
