"DateTime";"XBOX";"PS";"PC"
"2019-09-19 00:00:00";686082;604816;880000
"2019-09-20 00:00:00";817808;942100;962667
"2019-09-21 00:00:00";938866;1092523;1143333
"2019-09-22 00:00:00";948180;1139057;1178750
"2019-09-23 00:00:00";929673;1107914;1175750
"2019-09-24 00:00:00";929792;1071621;1111667
"2019-09-25 00:00:00";898121;1010188;1181000
"2019-09-26 00:00:00";898374;1000779;1095000
"2019-09-27 00:00:00";872576;943770;1105000
"2019-09-28 00:00:00";855833;967056;1065500
"2019-09-29 00:00:00";845946;969392;1083000
"2019-09-30 00:00:00";819407;961800;1092000
"2019-10-01 00:00:00";825741;973917;1126200
"2019-10-02 00:00:00";856759;1010214;1108875
"2019-10-03 00:00:00";864320;1012933;1106750
"2019-10-04 00:00:00";854500;984184;1014800
"2019-10-05 00:00:00";843083;970619;1019333
"2019-10-06 00:00:00";834000;968833;1017000
"2019-10-07 00:00:00";835571;970037;1051857
"2019-10-08 00:00:00";852909;1000919;1085875
"2019-10-09 00:00:00";864500;1022133;1135813
"2019-10-10 00:00:00";876818;1044836;1151917
"2019-10-11 00:00:00";888982;1058143;1139822
"2019-10-12 00:00:00";875071;1033910;1127805
"2019-10-13 00:00:00";868700;1013744;1114720
"2019-10-14 00:00:00";864119;1023659;1115000
"2019-10-15 00:00:00";884217;1054477;1174250
"2019-10-16 00:00:00";894638;1063675;1191893
"2019-10-17 00:00:00";898978;1079241;1208957
"2019-10-18 00:00:00";912980;1092975;1201309
"2019-10-19 00:00:00";894122;1070173;1169224
"2019-10-20 00:00:00";885293;1043766;1141625
"2019-10-21 00:00:00";877857;1044026;1170071
"2019-10-22 00:00:00";881619;1038156;1163022
"2019-10-23 00:00:00";883262;1044844;1150419
"2019-10-24 00:00:00";903872;1065724;1189684
"2019-10-25 00:00:00";917325;1093520;1203400
"2019-10-26 00:00:00";900590;1065840;1180743
"2019-10-27 00:00:00";890200;1045138;1158865
"2019-10-28 00:00:00";893825;1050525;1158118
"2019-10-29 00:00:00";899605;1071632;1183318
"2019-10-30 00:00:00";908114;1082905;1164380
"2019-10-31 00:00:00";932676;1107775;1217176
"2019-11-01 00:00:00";948892;1140812;1254026
"2019-11-02 00:00:00";929026;1117914;1228349
"2019-11-03 00:00:00";918250;1106237;1223813
"2019-11-04 00:00:00";929108;1119468;1219408
"2019-11-05 00:00:00";935486;1135094;1247980
"2019-11-06 00:00:00";932600;1133625;1256237
"2019-11-07 00:00:00";953486;1162543;1274800
"2019-11-08 00:00:00";933472;1138545;1269614
"2019-11-09 00:00:00";906114;1098095;1232029
"2019-11-10 00:00:00";884710;1056273;1186100
"2019-11-11 00:00:00";855324;1026849;1149458
"2019-11-12 00:00:00";847857;1008518;1141227
"2019-11-13 00:00:00";842278;1010451;1120476
"2019-11-14 00:00:00";854441;1026788;1137842
"2019-11-15 00:00:00";857571;1031250;1141541
