"DateTime";"XBOX";"PS";"PC"
"2020-09-30 00:00:00";0;0;0
"2020-10-01 00:00:00";0;0;0
"2020-10-02 00:00:00";1507250;1559324;1864636
"2020-10-03 00:00:00";1458947;1745660;1856538
"2020-10-04 00:00:00";1590552;1840538;1990906
"2020-10-05 00:00:00";1636733;1825091;1983161
"2020-10-06 00:00:00";1591000;1801417;2063920
"2020-10-07 00:00:00";1568880;1767085;2112345
"2020-10-08 00:00:00";1538240;1757048;2045480
"2020-10-09 00:00:00";1399400;1689650;1958148
"2020-10-10 00:00:00";1372000;1656467;1900000
"2020-10-11 00:00:00";1398906;1662490;1901676
"2020-10-12 00:00:00";1396765;1649417;1852094
"2020-10-13 00:00:00";1455257;1706633;1924917
"2020-10-14 00:00:00";1474176;1777673;1962486
"2020-10-15 00:00:00";1450233;1717705;1942094
"2020-10-16 00:00:00";1417000;1662077;1855353
"2020-10-17 00:00:00";1425917;1669278;1845848
"2020-10-18 00:00:00";1384558;1622237;1810108
"2020-10-19 00:00:00";1347390;1581271;1754694
"2020-10-20 00:00:00";1338000;1575230;1714400
"2020-10-21 00:00:00";1292629;1558397;1746342
"2020-10-22 00:00:00";1303813;1543291;1721500
"2020-10-23 00:00:00";1304560;1545489;1707300
"2020-10-24 00:00:00";1293962;1545528;1711121
"2020-10-25 00:00:00";1289852;1544836;1712579
"2020-10-26 00:00:00";1292455;1533776;1693756
"2020-10-27 00:00:00";1290938;1542700;1717878
"2020-10-28 00:00:00";1296000;1536929;1755211
"2020-10-29 00:00:00";1308370;1571037;1783853
"2020-10-30 00:00:00";1333897;1600542;1790571
"2020-10-31 00:00:00";1330158;1589772;1788207
"2020-11-01 00:00:00";1303226;1578439;1781139
"2020-11-02 00:00:00";1310528;1583094;1810949
"2020-11-03 00:00:00";1319929;1594855;1827571
"2020-11-04 00:00:00";1321310;1582810;1824364
"2020-11-05 00:00:00";1348375;1596759;1821097
"2020-11-06 00:00:00";1323194;1575079;1807314
"2020-11-07 00:00:00";1314167;1551277;1775294
"2020-11-08 00:00:00";1290897;1513514;1766419
"2020-11-09 00:00:00";1281440;1513947;1757176
"2020-11-10 00:00:00";1266077;1524103;1783158
"2020-11-11 00:00:00";1268406;1522206;1775645
"2020-11-12 00:00:00";1275645;1522083;1771135
"2020-11-13 00:00:00";1244103;1495304;1753051
"2020-11-14 00:00:00";1200341;1427064;1689882
"2020-11-15 00:00:00";1157520;1379267;1617051
"2020-11-16 00:00:00";1124204;1373655;1626612
"2020-11-17 00:00:00";1141381;1394178;1665744
"2020-11-18 00:00:00";1130204;1388409;1662872
"2020-11-19 00:00:00";1144422;1383521;1648733
"2020-11-20 00:00:00";1178265;1407361;1672000
"2020-11-21 00:00:00";1172893;1409233;1688099
"2020-11-22 00:00:00";1165322;1407022;1688658
"2020-11-23 00:00:00";1178078;1441802;1701461
"2020-11-24 00:00:00";1192753;1471800;1723653
"2020-11-25 00:00:00";1195172;1468218;1724316
"2020-11-26 00:00:00";1193915;1477853;1743104
"2020-11-27 00:00:00";1207788;1492641;1755568
"2020-11-28 00:00:00";1221412;1509828;1760149
"2020-11-29 00:00:00";1179397;1461210;1730660
"2020-11-30 00:00:00";1172630;1453385;1725830
"2020-12-01 00:00:00";1173765;1452603;1714538
"2020-12-02 00:00:00";1171386;1448211;1705685
"2020-12-03 00:00:00";1168579;1440971;1671208
"2020-12-04 00:00:00";1162803;1411318;1647262
"2020-12-05 00:00:00";1119890;1355202;1545466
"2020-12-06 00:00:00";1050958;1291570;1445639
"2020-12-07 00:00:00";1033753;1288538;1440179
"2020-12-08 00:00:00";1043897;1310084;1436163
"2020-12-09 00:00:00";1056367;1319736;1427921
"2020-12-10 00:00:00";1056288;1326649;1464241
"2020-12-11 00:00:00";1011031;1284228;1421593
"2020-12-12 00:00:00";993170;1276070;1414264
"2020-12-13 00:00:00";963441;1268091;1425492
"2020-12-14 00:00:00";951329;1266109;1402147
"2020-12-15 00:00:00";946324;1269495;1414842
"2020-12-16 00:00:00";954625;1277429;1421316
"2020-12-17 00:00:00";974033;1289953;1432356
"2020-12-18 00:00:00";975925;1287678;1431645
"2020-12-19 00:00:00";947695;1251326;1421794
"2020-12-20 00:00:00";918871;1202827;1400592
"2020-12-21 00:00:00";923054;1199456;1370270
"2020-12-22 00:00:00";913341;1191366;1361811
"2020-12-23 00:00:00";912116;1184478;1360700
"2020-12-24 00:00:00";915621;1190080;1360180
"2020-12-25 00:00:00";907120;1169638;1337780
"2020-12-26 00:00:00";892646;1128849;1314939
"2020-12-27 00:00:00";874112;1093835;1282676
"2020-12-28 00:00:00";869089;1080476;1257894
"2020-12-29 00:00:00";873778;1088370;1255914
"2020-12-30 00:00:00";874552;1099590;1292432
"2020-12-31 00:00:00";878557;1098313;1289831
"2021-01-01 00:00:00";877190;1096242;1299612
"2021-01-02 00:00:00";864464;1089067;1286871
"2021-01-03 00:00:00";845000;1070835;1276371
"2021-01-04 00:00:00";850333;1088276;1293950
"2021-01-05 00:00:00";866833;1102922;1328484
"2021-01-06 00:00:00";867221;1096087;1317480
"2021-01-07 00:00:00";877340;1104333;1332214
"2021-01-08 00:00:00";891667;1117144;1346115
"2021-01-09 00:00:00";886271;1101378;1313080
"2021-01-10 00:00:00";856872;1071583;1291273
"2021-01-11 00:00:00";849417;1073505;1297356
"2021-01-12 00:00:00";853394;1080442;1300108
"2021-01-13 00:00:00";857256;1082768;1298281
"2021-01-14 00:00:00";878823;1105792;1329494
"2021-01-15 00:00:00";881670;1109461;1337557
"2021-01-16 00:00:00";870317;1086327;1319010
"2021-01-17 00:00:00";841683;1051720;1277038
"2021-01-18 00:00:00";835880;1044571;1268214
"2021-01-19 00:00:00";842706;1055115;1287505
