"DateTime";"XBOX";"PS";"PC"
"2020-01-05 00:00:00";712350;801674;871870
"2020-01-06 00:00:00";715663;805824;883034
"2020-01-07 00:00:00";730808;822186;893825
"2020-01-08 00:00:00";730125;823602;908481
"2020-01-09 00:00:00";746639;836607;918426
"2020-01-10 00:00:00";778836;875716;946938
"2020-01-11 00:00:00";786966;877709;968413
"2020-01-12 00:00:00";779655;871573;939707
"2020-01-13 00:00:00";795967;883765;951265
"2020-01-14 00:00:00";799288;895023;971872
"2020-01-15 00:00:00";801623;908148;981362
"2020-01-16 00:00:00";818397;917500;1008870
"2020-01-17 00:00:00";814349;915321;998604
"2020-01-18 00:00:00";814732;913218;1022486
"2020-01-19 00:00:00";811015;905654;1027133
"2020-01-20 00:00:00";815931;916524;1011900
"2020-01-21 00:00:00";821254;924481;1016442
"2020-01-22 00:00:00";817968;921897;1024712
"2020-01-23 00:00:00";821922;928375;1035421
"2020-01-24 00:00:00";827623;926641;1043028
"2020-01-25 00:00:00";816295;908013;1016871
"2020-01-26 00:00:00";796510;895640;1006860
"2020-01-27 00:00:00";798741;901388;1000756
"2020-01-28 00:00:00";796709;902304;1004408
"2020-01-29 00:00:00";785127;888316;999524
"2020-01-30 00:00:00";774345;883808;987071
"2020-01-31 00:00:00";771903;878963;968365
"2020-02-01 00:00:00";784417;895206;998429
"2020-02-02 00:00:00";775460;887662;997351
"2020-02-03 00:00:00";779836;893543;996822
"2020-02-04 00:00:00";777321;889671;995049
"2020-02-05 00:00:00";773440;892939;996973
"2020-02-06 00:00:00";782208;904219;1014730
"2020-02-07 00:00:00";785216;906904;1020725
"2020-02-08 00:00:00";770222;896952;1017630
"2020-02-09 00:00:00";760844;885864;1007027
"2020-02-10 00:00:00";753960;885848;1000676
"2020-02-11 00:00:00";755519;886708;1002892
"2020-02-12 00:00:00";745635;881055;1002583
"2020-02-13 00:00:00";740784;875671;1005053
"2020-02-14 00:00:00";728261;865076;1005795
"2020-02-15 00:00:00";724628;854915;993821
"2020-02-16 00:00:00";714271;843438;976294
"2020-02-17 00:00:00";703793;839256;976326
"2020-02-18 00:00:00";703902;833097;974893
"2020-02-19 00:00:00";691192;824138;963815
"2020-02-20 00:00:00";690545;825051;967333
"2020-02-21 00:00:00";682759;824235;963216
"2020-02-22 00:00:00";680878;807043;947000
"2020-02-23 00:00:00";666882;781382;939324
"2020-02-24 00:00:00";639721;779877;918911
"2020-02-25 00:00:00";633213;781563;913455
"2020-02-26 00:00:00";634782;776436;906639
"2020-02-27 00:00:00";648232;785474;918605
"2020-02-28 00:00:00";655145;790835;916561
"2020-02-29 00:00:00";641745;783044;908483
"2020-03-01 00:00:00";619875;754706;884742
"2020-03-02 00:00:00";616534;752741;859596
"2020-03-03 00:00:00";609155;746775;838395
"2020-03-04 00:00:00";588860;735625;830000
"2020-03-05 00:00:00";594333;736275;822846
"2020-03-06 00:00:00";579123;719013;802109
"2020-03-07 00:00:00";570093;698853;760133
"2020-03-08 00:00:00";537600;667227;734622
"2020-03-09 00:00:00";522451;652407;705102
"2020-03-10 00:00:00";520957;648494;690906
"2020-03-11 00:00:00";529673;650959;705810
"2020-03-12 00:00:00";530660;659963;714593
"2020-03-13 00:00:00";535220;674077;711641
"2020-03-14 00:00:00";558143;695284;717714
"2020-03-15 00:00:00";554464;683471;737353
"2020-03-16 00:00:00";551032;682593;723159
"2020-03-17 00:00:00";554750;683024;728341
"2020-03-18 00:00:00";549879;685744;725027
"2020-03-19 00:00:00";571950;702888;734045
"2020-03-20 00:00:00";576967;709877;735851
"2020-03-21 00:00:00";574313;703000;722808
"2020-03-22 00:00:00";565722;692741;719019
"2020-03-23 00:00:00";569736;696488;727109
"2020-03-24 00:00:00";577406;703593;729851
"2020-03-25 00:00:00";570125;701037;724200
"2020-03-26 00:00:00";581930;712910;728103
"2020-03-27 00:00:00";577089;713488;721907
"2020-03-28 00:00:00";592293;723388;731419
"2020-03-29 00:00:00";586600;711165;722314
"2020-03-30 00:00:00";588492;716226;721884
"2020-03-31 00:00:00";597000;724107;714261
"2020-04-01 00:00:00";602077;728533;723774
"2020-04-02 00:00:00";622048;755128;743213
"2020-04-03 00:00:00";633194;773482;753511
"2020-04-04 00:00:00";630315;766350;760467
"2020-04-05 00:00:00";610000;729975;738073
"2020-04-06 00:00:00";597500;725261;731706
"2020-04-07 00:00:00";603308;734714;743638
"2020-04-08 00:00:00";604379;736167;737106
"2020-04-09 00:00:00";614333;753151;742636
"2020-04-10 00:00:00";621567;760817;760760
"2020-04-11 00:00:00";609121;739952;752651
"2020-04-12 00:00:00";594721;722638;729889
"2020-04-13 00:00:00";592742;723214;722244
"2020-04-14 00:00:00";599132;729080;729968
"2020-04-15 00:00:00";603397;730446;733108
"2020-04-16 00:00:00";613484;743301;745143
"2020-04-17 00:00:00";609068;730452;749173
"2020-04-18 00:00:00";556037;622049;693855
"2020-04-19 00:00:00";506038;600974;639443
"2020-04-20 00:00:00";504949;606430;626948
"2020-04-21 00:00:00";506333;608548;625707
"2020-04-22 00:00:00";503250;600000;626173
"2020-04-23 00:00:00";503646;599229;628205
"2020-04-24 00:00:00";496699;583769;617927
"2020-04-25 00:00:00";488333;591827;611444
"2020-04-26 00:00:00";464155;568619;593575
"2020-04-27 00:00:00";448250;554357;590583
"2020-04-28 00:00:00";445823;557494;578622
"2020-04-29 00:00:00";434688;552709;570750
"2020-04-30 00:00:00";440947;557650;570333
"2020-05-01 00:00:00";441694;559058;573025
"2020-05-02 00:00:00";447241;565105;575182
"2020-05-03 00:00:00";421393;535702;549667
"2020-05-04 00:00:00";392433;510106;527054
"2020-05-05 00:00:00";375000;486767;498043
"2020-05-06 00:00:00";352212;459830;492038
"2020-05-07 00:00:00";321492;411596;435727
"2020-05-08 00:00:00";326763;410977;427452
"2020-05-09 00:00:00";316828;396605;404706
"2020-05-10 00:00:00";293807;366625;390718
"2020-05-11 00:00:00";286397;356952;386905
"2020-05-12 00:00:00";284355;356867;381641
"2020-05-13 00:00:00";278145;346082;377000
"2020-05-14 00:00:00";283153;347892;363381
"2020-05-15 00:00:00";282000;344151;361079
"2020-05-16 00:00:00";273615;330716;355406
"2020-05-17 00:00:00";266965;317210;350931
"2020-05-18 00:00:00";267729;315048;337735
"2020-05-19 00:00:00";267800;316714;340781
"2020-05-20 00:00:00";273839;323110;353909
"2020-05-21 00:00:00";282629;334651;354974
"2020-05-22 00:00:00";295750;349073;371860
"2020-05-23 00:00:00";291291;345241;371441
"2020-05-24 00:00:00";284784;336403;366231
"2020-05-25 00:00:00";282052;334167;362568
"2020-05-26 00:00:00";281439;334238;362053
"2020-05-27 00:00:00";278414;330631;361000
"2020-05-28 00:00:00";286475;339759;367865
"2020-05-29 00:00:00";284183;343366;381553
"2020-05-30 00:00:00";270667;321338;366962
"2020-05-31 00:00:00";246653;289851;351323
"2020-06-01 00:00:00";233491;274580;336676
"2020-06-02 00:00:00";240596;271808;345452
"2020-06-03 00:00:00";235941;265833;338862
"2020-06-04 00:00:00";225827;256506;320968
"2020-06-05 00:00:00";222056;259012;323194
"2020-06-06 00:00:00";219653;253312;306700
"2020-06-07 00:00:00";204630;231400;303919
"2020-06-08 00:00:00";190786;213054;294081
"2020-06-09 00:00:00";189814;215797;284588
"2020-06-10 00:00:00";180868;207566;276564
"2020-06-11 00:00:00";190321;214494;280833
"2020-06-12 00:00:00";199121;224640;293111
"2020-06-13 00:00:00";190455;210857;284412
"2020-06-14 00:00:00";166070;183000;259500
"2020-06-15 00:00:00";171397;190431;252895
"2020-06-16 00:00:00";177508;194000;259429
"2020-06-17 00:00:00";171725;191373;254581
"2020-06-18 00:00:00";168857;189870;247241
"2020-06-19 00:00:00";173681;190250;266600
"2020-06-20 00:00:00";177981;190691;262121
"2020-06-21 00:00:00";174241;189123;262067
"2020-06-22 00:00:00";183730;197395;264813
"2020-06-23 00:00:00";182849;198750;275303
"2020-06-24 00:00:00";183302;200618;270484
"2020-06-25 00:00:00";198875;213757;281941
"2020-06-26 00:00:00";224918;233849;309629
"2020-06-27 00:00:00";250761;256127;330673
"2020-06-28 00:00:00";232632;241310;325265
"2020-06-29 00:00:00";242868;254589;322568
"2020-06-30 00:00:00";236087;249870;326103
"2020-07-01 00:00:00";230536;243141;310917
"2020-07-02 00:00:00";222370;237446;322156
"2020-07-03 00:00:00";215429;224205;314951
"2020-07-04 00:00:00";201073;211000;299200
"2020-07-05 00:00:00";202956;207343;294083
"2020-07-06 00:00:00";195440;202200;280464
"2020-07-07 00:00:00";192140;193815;281088
"2020-07-08 00:00:00";181918;186265;257091
"2020-07-09 00:00:00";174930;184746;240818
"2020-07-10 00:00:00";173558;183967;246531
"2020-07-11 00:00:00";171043;175778;227400
"2020-07-12 00:00:00";165659;174304;230625
"2020-07-13 00:00:00";169279;178136;238048
"2020-07-14 00:00:00";172378;177815;237550
"2020-07-15 00:00:00";164525;169509;230667
