"DateTime";"XBOX";"PS";"PC"
"2018-09-21 00:00:00";1705714;1366667;2799000
"2018-09-22 00:00:00";1773438;1322625;2745625
"2018-09-23 00:00:00";1889832;1720925;2552375
"2018-09-24 00:00:00";1968772;1718949;2348333
"2018-09-25 00:00:00";1886285;1569134;2479700
"2018-09-26 00:00:00";1860427;1630217;2511273
"2018-09-27 00:00:00";1860659;1807314;2755333
"2018-09-28 00:00:00";1858191;1688245;2602267
"2018-09-29 00:00:00";1896354;1774088;2503409
"2018-09-30 00:00:00";1929416;1838174;2743714
"2018-10-01 00:00:00";1962567;1944775;2828714
"2018-10-02 00:00:00";1985767;1999483;3498909
"2018-10-03 00:00:00";2019366;2021056;2972000
"2018-10-04 00:00:00";2035145;2022200;2948167
"2018-10-05 00:00:00";2037507;2064015;2932800
"2018-10-06 00:00:00";2059237;2095042;3083700
"2018-10-07 00:00:00";2074378;2115861;3699889
"2018-10-08 00:00:00";2036732;2143413;3126500
"2018-10-09 00:00:00";2062023;2119556;3003588
"2018-10-10 00:00:00";2075859;2154392;3031389
"2018-10-11 00:00:00";2051417;2142763;2906000
"2018-10-12 00:00:00";2070608;2190325;2858538
"2018-10-13 00:00:00";2054128;2094216;2864667
"2018-10-14 00:00:00";2021034;2108279;2814833
"2018-10-15 00:00:00";2006266;2093338;2737091
"2018-10-16 00:00:00";1986436;2094545;2880645
"2018-10-17 00:00:00";2002938;2114689;2843951
"2018-10-18 00:00:00";1969123;2080960;2909862
"2018-10-19 00:00:00";2011373;2134589;2858893
"2018-10-20 00:00:00";2007657;2156183;2928440
"2018-10-21 00:00:00";2007096;2158771;2918125
"2018-10-22 00:00:00";2000976;2150900;2952917
"2018-10-23 00:00:00";2014876;2167008;2998889
"2018-10-24 00:00:00";2018363;2209514;3036000
"2018-10-25 00:00:00";2027918;2193021;3017762
"2018-10-26 00:00:00";2062810;2221526;2936037
"2018-10-27 00:00:00";2044583;2220975;2975071
"2018-10-28 00:00:00";2016839;2235619;3021377
"2018-10-29 00:00:00";2011328;2206732;2937881
"2018-10-30 00:00:00";2011291;2240508;2967774
"2018-10-31 00:00:00";2023831;2260515;3009788
"2018-11-01 00:00:00";2007242;2221687;2991531
"2018-11-02 00:00:00";2044833;2258714;3025605
"2018-11-03 00:00:00";2053370;2275076;3047119
"2018-11-04 00:00:00";2031187;2232570;3083324
"2018-11-05 00:00:00";1997333;2178864;3006688
"2018-11-06 00:00:00";1962133;2158411;3016378
"2018-11-07 00:00:00";1963359;2170754;2973585
"2018-11-08 00:00:00";1973818;2193331;2965261
"2018-11-09 00:00:00";1978150;2203275;2955623
"2018-11-10 00:00:00";1948546;2179566;2909404
"2018-11-11 00:00:00";1934903;2155213;2901280
"2018-11-12 00:00:00";1940928;2166439;2889807
"2018-11-13 00:00:00";1934800;2184144;2924662
"2018-11-14 00:00:00";1939434;2187906;2963746
"2018-11-15 00:00:00";1947000;2199008;2937610
"2018-11-16 00:00:00";1947610;2214578;2910224
