"DateTime";"Cross";"PC"
"2024-02-01 00:00:00";66083;71143
"2024-02-02 00:00:00";64679;70250
"2024-02-03 00:00:00";59010;56938
"2024-02-04 00:00:00";57851;54375
"2024-02-05 00:00:00";59436;51875
"2024-02-06 00:00:00";60655;51889
"2024-02-07 00:00:00";62757;53250
"2024-02-08 00:00:00";60833;57875
"2024-02-09 00:00:00";58773;58563
"2024-02-10 00:00:00";50156;50625
"2024-02-11 00:00:00";49025;49563
"2024-02-12 00:00:00";47284;45500
"2024-02-13 00:00:00";46968;47375
"2024-02-14 00:00:00";48547;50500
"2024-02-15 00:00:00";48407;50125
"2024-02-16 00:00:00";47381;51281
"2024-02-17 00:00:00";46182;48375
"2024-02-18 00:00:00";45684;47219
"2024-02-19 00:00:00";45301;46156
"2024-02-20 00:00:00";44122;46375
"2024-02-21 00:00:00";44487;46406
"2024-02-22 00:00:00";44995;46719
"2024-02-23 00:00:00";43915;46714
"2024-02-24 00:00:00";41679;43500
